,job_title,frequency,job_category
152975,Educator Assistant ,1,education assistant
152991,Education Assistant,1,education assistant
152990,Communications and media,1,Unclassified
152989,Teachers assistant,1,tutor
152988,Teacher's assistant,1,tutor
152987,Toolmaker,1,Unclassified
152986,Intern,1,intern
152985,Admin clerk,1,admin assistant clerk
152984,Educator assistant ,1,education assistant
152983,Cashier ,1,cashier
152982,Assistant clerk,1,admin assistant clerk
152981,Educator Assistant,1,education assistant
152980,Teacher assistant ,1,tutor
152979,Intern Filling Clerj,1,intern
152978,Assistant teacher,1,tutor
152977,Educator assistant ,1,education assistant
152992,Health and safety,1,Unclassified
152993,Educational Assistamt,1,education assistant
152994,School assistant ,1,education assistant
153004,Education assistant ,1,education assistant
153010,Administrative Assistant,1,admin assistant clerk
153009,EDUCATOR ASSISTANT,1,education assistant
153008,miss,1,Unclassified
153007,Perishables general assistant,1,education assistant
153006,Call center ,1,call centre agent
153005,Gsa,1,education assistant
153003,Education Assistant ,1,education assistant
152995,general assistant,1,education assistant
153002,Shelf peckers,1,Unclassified
153001,Call center agent,1,call centre agent
152999,Kitchen Assistant ,1,food preparation
152998,Educator Assistant,1,education assistant
152997,Education assistant ,1,education assistant
152996,Sales ,1,sales assistant
152976,Teaching Assistant ,1,tutor
152974,Educator's assistance,1,education assistant
153012,Merchandise ,1,stockroom assistant
152973,Shop Assistant / Cashier ,1,cashier
152953,Educational assistant ,1,education assistant
152952,General admission ,1,education assistant
152951,Blue flag blue status,1,Unclassified
152950,Flagship team for BIO MED,1,Unclassified
152949,Intern,1,intern
152948,Boiler Assistant ,1,Unclassified
152947,Educator assistant,1,education assistant
152946,Team member ,1,Unclassified
152945,Sourcing Agent,1,Unclassified
152944,Intern electrical engineering,1,intern
152943,HR intern,1,intern
152942,Intern,1,intern
152941,SCADA Operator Assistant ,1,Unclassified
152940,Teacher assistance ,1,tutor
152939,General worker,1,general worker
152954,Social Work Intern,1,intern
152955,Casual,1,Unclassified
152956,EPWP Program,1,Unclassified
152966,Education Assistent,1,education assistant
152972,office administrator,1,admin assistant clerk
152971,Teachers assistant,1,tutor
152970,BOH,1,Unclassified
152969,Education Assistant ,1,education assistant
152968,Teachers Assistance ,1,tutor
152967,Teacher's assistant,1,tutor
152965,Salesman ,1,sales assistant
152957,Facilitator ,1,facilitator
152964,Customer ,1,call centre agent
152963,Cash Teller ,1,cashier
152961,Teachers assistant ,1,tutor
152960,Marketing Intern ,1,intern
152959,Cashier,1,cashier
152958,Educational assistant ,1,education assistant
153011,ECD ASSISTANT,1,childcare
153013,Cashier,1,cashier
152784,Cleaner,1,cleaner
153050,General school assistant ,1,education assistant
153066,Education Assistant,1,education assistant
153065,Covid19 youth brigade,1,covid19 screener
153064,Teacher assistant ,1,tutor
153063,General Assistant,1,education assistant
153062,Education Assistant,1,education assistant
153061,Assistance educator ,1,Unclassified
153060,Covid-19 youth brigade,1,covid19 screener
153059,Educator's Assistant,1,education assistant
153058,Biokineticist,1,Unclassified
153057,Security guard,1,security
153056,Educational Assistant ,1,education assistant
153055,Inventory administrator,1,admin assistant clerk
153054,Teacher's assistant,1,tutor
153053,Discovery learner ,1,Unclassified
153052,Social Worker ,1,Unclassified
153067,Ub learnership ,1,learnership
153068,SA SAMS ASSISTANT,1,Unclassified
153069,School assistant ,1,education assistant
153078,Perishable General Assistant,1,education assistant
153086,Teachers assistant,1,tutor
153085,General worker ,1,general worker
153084,Receptionist,1,receptionist
153083,Assistant teacher,1,tutor
153082,general admission,1,education assistant
153081,Data Capturer ,1,data capturer
153077,Educator assistant ,1,education assistant
153070,Education Assistant ,1,education assistant
153076,child and youth care assistant ,1,childcare
153075,Education Assistance ,1,education assistant
153074,General assistance ,1,education assistant
153073,Assistant Teacher,1,tutor
153072,Assistant educater,1,Unclassified
153071,General work ,1,general worker
153051,Ramp Handling,1,Unclassified
153049,Cleaner,1,cleaner
153014,Education Assistant,1,education assistant
153048,Store associates ,1,sales assistant
153029,Educational assistant,1,education assistant
153028,Educator Assistant,1,education assistant
153027,IT ADMINISTRATOR ,1,admin assistant clerk
153026,Social worker ,1,Unclassified
153025,Client service representative,1,brand promoter
153024,Intern,1,intern
153023,Educator Assistant ,1,education assistant
153022,Educator ,1,Unclassified
153021,Claims call centre consultant ,1,call centre agent
153020,Principal's PA ,1,Unclassified
153019,Educator assistant ,1,education assistant
153018,Handyman,1,maintenance
153017,General worker,1,general worker
153016,General work,1,general worker
153015,Teaching assistant,1,tutor
153030,Merchandise,1,stockroom assistant
153031,Educator Assistant ,1,education assistant
153032,Sales consulted,1,sales assistant
153041,communication officer,1,Unclassified
153047,Internship ,1,intern
153046,Cooker,1,food preparation
153045,Consultant sale agent ,1,sales assistant
153044,Quality  Assurance Controler,1,Unclassified
153043,Intern,1,intern
153042,EA,1,Unclassified
153040,Education assistant ,1,education assistant
153033,Assistance teacher,1,tutor
153039,Cleaner,1,cleaner
153038,Sales Team,1,sales assistant
153037,Teacher's Assistance ,1,tutor
153036,PYEI Administration Clerk at Bernard Isaacs Primary ,1,admin assistant clerk
153035,Sale consultant ,1,sales assistant
153034,Education assistant ,1,education assistant
152938,General assistant,1,education assistant
152937,Assistant Teacher,1,tutor
152936,Receptionist ,1,receptionist
152825,Administration,1,admin assistant clerk
152842,Teacher assistant ,1,tutor
152841,Consultant ,1,advisers/consultants
152839,Intern,1,intern
152838,Education Assistant,1,education assistant
152837,Educator assistant,1,education assistant
152836,Retail assistant ,1,sales assistant
152835,Education Assistance ,1,education assistant
152834,intern financial management,1,intern
152833,Administration clerk,1,admin assistant clerk
152832,Educational Assistance and General School Assistance,1,education assistant
152831,Teacher assistant,1,tutor
152830,Peer2Peer educator,1,Unclassified
152829,Educators Assistant ,1,education assistant
152828,Educational Assistant,1,education assistant
152827,Environmental Consultant,1,advisers/consultants
152843,Educator Assistant ,1,education assistant
152844,Educator's Assistant,1,education assistant
152845,Educare teacher,1,tutor
152854,Assistant Educator,1,Unclassified
152860,General School Assistant,1,education assistant
152859,Take away ASSISTANT ,1,Unclassified
152858,Educational Assistant,1,education assistant
152857,Internship in financial management,1,intern
152856,Sales promoter,1,sales assistant
152855,Cash procesdor,1,cashier
152853,Direct sales Agent,1,sales assistant
152846,Assistant manager,1,manager
152852,General Assistant ,1,education assistant
152851,Teacher assistant ,1,tutor
152850,Store assistant ,1,sales assistant
152849,Electromechanician Apprenticeship ,1,maintenance
152848,General assitant,1,education assistant
152847,Educator assistant ,1,education assistant
152826,Delivery driver ,1,driver
152824,General assistant,1,education assistant
152935,Trainee Accountant,1,Unclassified
152823,Learnership ,1,learnership
152800,EDUCATION ASSISTANT,1,education assistant
152799,Data capturer,1,data capturer
152798,Educator assistant,1,education assistant
152797,General worker ,1,general worker
152796,Search marketing assistant,1,Unclassified
152794,Teacher Assistant ,1,tutor
152793,Teacher's Assistant,1,tutor
152792,Beauty specialist ,1,Unclassified
152791,Filing clerk ,1,admin assistant clerk
152790,Educators Assistant ,1,education assistant
152789,Teacher assistant ,1,tutor
152788,General Assistance ,1,education assistant
152787,General School Assisstant,1,education assistant
152786,Education Assistant,1,education assistant
152785,Office assistant ,1,Unclassified
152801,Teacher assistant,1,tutor
152802,Sales Associate,1,sales assistant
152803,Educator Assistant ,1,education assistant
152815,General Worker (Crew) ,1,general worker
152822,General assistance,1,education assistant
152821,Education Assistant ,1,education assistant
152820,Educator's Assistant,1,education assistant
152819,Education assistant ,1,education assistant
152818,BEEI WORKER,1,Unclassified
152817,Administration intern,1,intern
152814,P27,1,Unclassified
152805,Educators Assistant,1,education assistant
152813,General Assistant ,1,education assistant
152810,Teacher's assistant ,1,tutor
152809,Intern,1,intern
152808,General ,1,Unclassified
152807,Teacher Assistant,1,tutor
152806,Intern,1,intern
152861,General teacher assistant ,1,tutor
152863,Assistant Teacher,1,tutor
152864,Covid 19 monitor,1,covid19 screener
152865,Screener/cleaner,1,cleaner
152916,Control room operator,1,Unclassified
152915,HR Trainee,1,Unclassified
152914,Office administrator,1,admin assistant clerk
152913,Sewer,1,Unclassified
152912,Call center agant,1,call centre agent
152911,Email afent,1,Unclassified
152910,General Worker,1,general worker
152909,General assistant ,1,education assistant
152908,It Support ,1,it technician
152907,Assistant educator ,1,Unclassified
152906,Education Assistant ,1,education assistant
152905,QUEUE MARSHALL,1,Unclassified
152904,EA,1,Unclassified
152903,Education assistant ,1,education assistant
152902,Intern,1,intern
152917,Teacher's Assistance,1,tutor
152918,Fleet controller,1,Unclassified
152919, education assistant,1,education assistant
152928,Fish Shop Assistance,1,sales assistant
152934,Tymebank ambassador,1,brand promoter
152933,General assistant ,1,education assistant
152932,Educator assistant ,1,education assistant
152931,Education assistant,1,education assistant
152930,Educational Assistance,1,education assistant
152929,Bulk truck operator ,1,Unclassified
152927,Casual,1,Unclassified
152920,Accountant ,1,Unclassified
152926,General worker,1,general worker
152925,Education assistant,1,education assistant
152924,ICT facilitator,1,it technician
152923,Intern ,1,intern
152922,Education assistant ,1,education assistant
152921,front end cashier,1,cashier
152901,Driver and a cleaner ,1,cleaner
152900,Security guard,1,security
152899,Education assistant ,1,education assistant
152873,Caretaker ,1,Unclassified
152879,Cashier ,1,cashier
152878,Screaner,1,Unclassified
152877,Gsa,1,education assistant
152876,Human Resource Management Intern,1,intern
152875,Teacher's assistant,1,tutor
152874,sales associate,1,sales assistant
152872,Facilitator ,1,facilitator
152881,Teacher assistant ,1,tutor
152871,Developer,1,Unclassified
152870,Cleaner,1,cleaner
152869,Intern,1,intern
152868,Personal Assistant ,1,Unclassified
152867,Education Assistant ,1,education assistant
152866,Leanerahip,1,Unclassified
152880,Teacher assistant ,1,tutor
152882,Admin/data capturing,1,admin assistant clerk
152898,Teaching Assistant,1,tutor
152891,Administrater,1,admin assistant clerk
152897,Educator assistant ,1,education assistant
152896,Education assistant ,1,education assistant
152895,Leanership ,1,Unclassified
152894,"Invoice ,qaulity control and picking",1,Unclassified
152893,Financial consultants ,1,advisers/consultants
152892,Facilitator,1,facilitator
152890,Education Assistant,1,education assistant
152883,Assistant teacher,1,tutor
152889,He intern,1,intern
152888,Admin,1,admin assistant clerk
152887,Navigator,1,Unclassified
152886,Assistant Teacher,1,tutor
152885,Teacher assistance ,1,tutor
152884,Educational Assistance ,1,education assistant
153699,Education assistant,1,education assistant
153700,General assistant ,1,education assistant
153701,Educator assistant ,1,education assistant
158571,Branch manager ,1,manager
158587,Packer,1,picker packer
158586,Visual,1,Unclassified
158585,Bar man,1,Unclassified
158584,store assossiate,1,sales assistant
158583,Store Assistant ,1,sales assistant
158582,Trolleys Porter,1,Unclassified
158581,Educational Assistant,1,education assistant
158580,Cashier,1,cashier
158579,Till parker,1,cashier
158578,Learner,1,Unclassified
158577,General cleaner,1,cleaner
158576,General worker,1,general worker
158575,Cashier,1,cashier
158574,Groceries Shelf Packer,1,picker packer
158573,TEACHERS assistance ,1,tutor
158588,General Worker ,1,general worker
158589,General Work,1,general worker
158590,Foreman,1,Unclassified
158601,Turner machinist ,1,machine operator
158607,Tourism Monitor,1,hospitality
158606,Education Assistant,1,education assistant
158605,Educator Assistant ,1,education assistant
158604,Intern ,1,intern
158603,Inventory Clerk,1,admin assistant clerk
158602,Call centre agent,1,call centre agent
158600,Application Support Consultant,1,advisers/consultants
158591,Office Assistant/Coordinator,1,Unclassified
158599,Store associate,1,sales assistant
158598,Assistance Teacher,1,tutor
158597,General assistant,1,education assistant
158596,Time cleck,1,Unclassified
158594,Secretary,1,receptionist
158592,ITE,1,Unclassified
158572,Level 1 Educator ,1,Unclassified
158570,3rd year Student teacher,1,tutor
158609,Admin assistant,1,admin assistant clerk
158569,cleaner ,1,cleaner
156360,Educator Assostant,1,education assistant
156358,Supply chain intern,1,intern
156357,Teacher Assisstance ,1,tutor
156356,General Worker ,1,general worker
156355,Picking ,1,Unclassified
156354,Teacher Assistant,1,tutor
156353,General Teacher Assistant ,1,tutor
156279,SA-SAMS Administrator,1,admin assistant clerk
156278,Education Assistant ,1,education assistant
156277,Teachers assistant ,1,tutor
156276,Teacher Assistant,1,tutor
156275,Site Clerck ,1,Unclassified
156274,Admin clerk,1,admin assistant clerk
156273,Credit controller intern,1,intern
156272,Education Assistant ,1,education assistant
156361,Clean,1,cleaner
156362,Educator Assistant,1,education assistant
156363,Ward assistant ,1,Unclassified
158562,Security Guard,1,security
158568,Gadern work,1,Unclassified
158567,Security officer,1,security
158566,Covid-19 brigrade,1,covid19 screener
158565,Screening,1,Unclassified
158564,Information technology Rookie ,1,Unclassified
158563,Sorter,1,Unclassified
158561,General Assistant,1,education assistant
156364,Cleaner,1,cleaner
158560,N/a,1,Unclassified
156369,GSA,1,education assistant
156368,Educator assistant ,1,education assistant
156367,Casual worker,1,Unclassified
156366,cashier and also parking stock,1,cashier
156365,Lead generation ,1,Unclassified
158608,Educator,1,Unclassified
158610,Driver,1,driver
158685,Cooking and cleaning material,1,cleaner
158648,Customer service ,1,call centre agent
158665,Parker,1,Unclassified
158664,Teachers assistant,1,tutor
158663,Machine operator,1,machine operator
158662,admin asistant,1,admin assistant clerk
158661,Controller,1,Unclassified
158660,DC assistance,1,Unclassified
158659,Picker,1,picker packer
158658,Customer Service Consultant ,1,call centre agent
158657,General worker,1,general worker
158656,Store Assistant,1,sales assistant
158655,Security,1,security
158654,Screener,1,covid19 screener
158652,prep lady ,1,Unclassified
158651,Sale,1,sales assistant
158650,Cash Office clerk,1,cashier
158666,Cable drum assembly,1,Unclassified
158667,Fitter and turner apprentice ,1,Unclassified
158668,Junior Buyer,1,Unclassified
158677,Bus brigade ,1,covid19 screener
158683,Intern ,1,intern
158682,HR Trainee,1,Unclassified
158681,Educators assistant ,1,education assistant
158680,Administrator,1,admin assistant clerk
158679,intern,1,intern
158678,Sales consultant,1,sales assistant
158676,Back of house server,1,cleaner
158669,Quality controller,1,stockroom assistant
158675,Assistant Teacher,1,tutor
158674,Clerk,1,admin assistant clerk
158673,Plant operators,1,Unclassified
158672,General Education Assistant,1,education assistant
158671,General worker,1,general worker
158670,Call centre agent,1,call centre agent
158649,Retailer,1,sales assistant
158647,Assistant,1,Unclassified
158611,Coaching,1,Unclassified
158646,Recruiter ,1,Unclassified
158627,Shoulder repair,1,maintenance
158626,HR INTERN ,1,intern
158625,Office administration intern,1,intern
158624,Intern,1,intern
158623,Sorter,1,Unclassified
158622,Education assistance ,1,education assistant
158621,School general assistant,1,education assistant
158620,Bartender,1,food preparation
158618,Merchandiser,1,stockroom assistant
158617,School Assistant,1,education assistant
158616,Flexi timers ,1,Unclassified
158615,Production Supervisor ,1,manager
158614,Security officer,1,security
158613,Front office Reception ,1,receptionist
158612,Generally job,1,Unclassified
158628,Educator's Assistant,1,education assistant
158629,Security ,1,security
158630,Call Center Consultant,1,call centre agent
158639,Security,1,security
158645,Driver,1,driver
158644,Electrician Assistant ,1,maintenance
158643,Immigration consultant,1,advisers/consultants
158642,I point corrector ,1,Unclassified
158641,Cloud consultant intern,1,intern
158640,Assistance,1,Unclassified
158638,Teaching ,1,tutor
158631,BAA,1,Unclassified
158637,Teachers Assistant ,1,tutor
158636,Manager,1,manager
158635,Assistant teacher,1,tutor
158634,Education assistant ,1,education assistant
158633,Fixed odds Clark ,1,admin assistant clerk
158632,Sales person ,1,sales assistant
156271,Screener,1,covid19 screener
156270,Administrative assistant,1,admin assistant clerk
156269,Educational assistant,1,education assistant
154353,Teacher,1,tutor
154369,Epwp,1,Unclassified
154368,Education Assistant ,1,education assistant
154367,Assistant Teacher,1,tutor
154366,Cashier ,1,cashier
154365,Machindiser ,1,machine operator
154364,Intern,1,intern
154363,Ground keeper,1,Unclassified
154362,Presidential Youth Employment Initiative - Supervisor,1,manager
154361,Education Assistant,1,education assistant
154360,Financial Intern,1,intern
154359,General school assistant ,1,education assistant
154358,Graduate Trainee ,1,Unclassified
154357,Educational Assistant ,1,education assistant
154356,Education Assistants ,1,education assistant
154355,education assistant ,1,education assistant
154370,Security Officer ,1,security
154371,Education Assistant,1,education assistant
154372,Clerk ,1,admin assistant clerk
156185,Educator Assistant ,1,education assistant
156192,Assistant Educator,1,Unclassified
156191,Floor operator ,1,Unclassified
156189,Financial Adiviser ,1,finance
156188,To assist police against crime,1,Unclassified
156187,General school assistance,1,education assistant
156186,Teacher assistant ,1,tutor
156184,General Office Assistant ,1,Unclassified
154373,Call center manager,1,call centre agent
156183,Screener,1,covid19 screener
156182,Youth care worker,1,caregiver
156181,School Assistant ,1,education assistant
156180,Educator assistant ,1,education assistant
154375,Teachers assistant ,1,tutor
154374,Yes,1,Unclassified
154354,Cleaner,1,cleaner
154352,Toll collector ,1,Unclassified
156268,CASHIER,1,cashier
154351,Teacher's Assistant ,1,tutor
154332,Shop Assistant ,1,sales assistant
154331,Internal sales ,1,intern
154330,School Assistant ,1,education assistant
154329,Industrial engineer ,1,Unclassified
154328,Assembler ,1,construction
154327,Finance Assistant,1,finance
154326,Trainee Merchandiser,1,stockroom assistant
154325,Education Assistant,1,education assistant
154324,Driving ,1,Unclassified
154323,Educational Assistant ,1,education assistant
154322,Peer Group Trainer,1,Unclassified
154321,till packer,1,cashier
154320,Teacher,1,tutor
154319,Educational Assistant ,1,education assistant
154318,Educational Assistant,1,education assistant
154333,Education assistant,1,education assistant
154334,operator,1,Unclassified
154335,Intern,1,intern
154344,General worker,1,general worker
154350,Broker Service,1,Unclassified
154349,Educator assistant,1,education assistant
154348,Store assistant ,1,sales assistant
154347,General school assistant,1,education assistant
154346,operator,1,Unclassified
154345,ADMINISTRATOR,1,admin assistant clerk
154343,Cashier and receptionist ,1,cashier
154336,Sales assistant ,1,sales assistant
154342,Quality Controller,1,stockroom assistant
154341,Learner,1,Unclassified
154340,customer service,1,call centre agent
154339,Science Engagement Intern ,1,intern
154338,Teacher,1,tutor
154337,Teachers Assistant ,1,tutor
156193,General School Assistant ,1,education assistant
156194,classroom assistant,1,Unclassified
156195,teachers assistant ,1,tutor
156196,Education assistant,1,education assistant
156249,Education assistant ,1,education assistant
156248,General School Assistance,1,education assistant
156247,Educator Assistant,1,education assistant
156246,Teacher Assistance ,1,tutor
156245,Pharmacist assistant ,1,Unclassified
156244,Casual Worker ,1,Unclassified
156243,Trainee,1,Unclassified
156242,Foundation phase Teacher,1,tutor
156241,Tillpacker,1,cashier
156240,Educators assistant,1,education assistant
156239,Education Assisstant,1,education assistant
156238,General School Assistant ,1,education assistant
156237,software developer internship,1,intern
156236,Educator Assistant,1,education assistant
156235,Teaching assistant ,1,tutor
156250,Teachers assistant,1,tutor
156251,COVID-19 Youth Brigades ,1,covid19 screener
156252,Health Consultant,1,advisers/consultants
156261,Admin clerk ,1,admin assistant clerk
156267,Fashion  fixer,1,Unclassified
156266,Screener,1,covid19 screener
156265,Graduate Intern,1,intern
156264,Educator assistant,1,education assistant
156263,Admin,1,admin assistant clerk
156262,Medic,1,Unclassified
156260,Educational Assistant,1,education assistant
156253,General assistant,1,education assistant
156259,Education Assistant ,1,education assistant
156258,Assesor ,1,Unclassified
156257,Business administration,1,admin assistant clerk
156256,Administrator,1,admin assistant clerk
156255,Office Administrator ,1,admin assistant clerk
156254,Educator Assistant,1,education assistant
156233,Assistant Teacher ,1,tutor
156232,News reading and production,1,Unclassified
156231,Administrator,1,admin assistant clerk
156204,Learner call centre agent ,1,call centre agent
156211,Contract,1,Unclassified
156210,Packer,1,picker packer
156209,School Assistant,1,education assistant
156208,Educator Assistant ,1,education assistant
156207,Educator Assistant ,1,education assistant
156205,Educator assistant,1,education assistant
156203,Merchandise ,1,stockroom assistant
156213,Education assistant,1,education assistant
156202,Computer Facilitator ,1,facilitator
156201,No ,1,Unclassified
156200,Human Resource Management Student Intern,1,intern
156199,EDUCATIONAL ASSISTANCE,1,education assistant
156198,Call center sales agent,1,sales assistant
156197,Cook,1,food preparation
156212,Retail ,1,sales assistant
156214,Education Assistant,1,education assistant
156230,School Assistant ,1,education assistant
156223,School assistant ,1,education assistant
156229,Assistant Teacher ,1,tutor
156228,Cleaner ,1,cleaner
156227,Education Assistant ,1,education assistant
156226,Project Administrator ,1,admin assistant clerk
156225,Education Assistant ,1,education assistant
156224,Administrator,1,admin assistant clerk
156222,Personal Assistance,1,Unclassified
156215,Admin clerk,1,admin assistant clerk
156221,Educational assistance,1,education assistant
156220,General Assistant,1,education assistant
156219,Sales consultant,1,sales assistant
156218,Customer service associate,1,call centre agent
156217,General school assistant ,1,education assistant
156216,Data captures ,1,data capturer
158684,Water processor ,1,Unclassified
158686,DISTRIBUTION CLERK,1,admin assistant clerk
154316,Sales agent,1,sales assistant
158875,T colour mixing,1,Unclassified
158892,General work,1,general worker
158891,General assistant ,1,education assistant
158890,Service maintenance,1,maintenance
158889,Back Office Administrator and Receiving Manager,1,admin assistant clerk
158888,Project management,1,Unclassified
158887,Educational teachers assistance,1,tutor
158886,Housemam,1,cleaner
158885,learnership,1,learnership
158884,INTERNSHIP IT DESKTOP TECHNICIAN ,1,intern
158883,Assistance manager,1,manager
158882,Screening and sanitizing,1,Unclassified
158881,General assistant,1,education assistant
158880,School assistant,1,education assistant
158879,General worker ,1,general worker
158878,Administrator,1,admin assistant clerk
158893,Finance Intern,1,intern
158894,School cleaner ,1,cleaner
158895,Intern,1,intern
158905,Cleaner,1,cleaner
158911,Computer facilitator ,1,facilitator
158910,Sales assistant ,1,sales assistant
158909,Chef assistant,1,food preparation
158908,Crew member,1,Unclassified
158907,Aupair,1,childcare
158906,Careworker nurse,1,Unclassified
158904,HR trainee ,1,Unclassified
158896,General Worker,1,general worker
158903,Rage,1,Unclassified
158902,Admin coordinator ,1,admin assistant clerk
158900,Carpenter ,1,Unclassified
158899,Sgb educator,1,Unclassified
158898,Marketing Coordinator ,1,Unclassified
158897,Administration clerk,1,admin assistant clerk
158877,Educators Assistant,1,education assistant
158874,Tutor,1,tutor
158913,Learnership,1,learnership
158873,Teacher assistant ,1,tutor
158854,Call center consultant ,1,call centre agent
158853,I was a soter,1,Unclassified
158852,Managing director,1,Unclassified
158851,General assistant,1,education assistant
158850,Telesales,1,sales assistant
158849,Assistant Teacher ,1,tutor
158848,Teachers assistance ,1,tutor
158847,Cash office clerk,1,cashier
158846,internship,1,intern
158845,Handy man,1,maintenance
158844,Education Assistant,1,education assistant
158843,Ambassador,1,brand promoter
158841,Technician assistant,1,Unclassified
158840,Technician,1,Unclassified
158839,Sales assistant,1,sales assistant
158855,Internship ,1,intern
158856,Teacher Assistant ,1,tutor
158857,Account tracer,1,Unclassified
158866,Deposit agent,1,Unclassified
158872,General Worker,1,general worker
158871,Graduate Trainee,1,Unclassified
158870,Bakery Controller,1,food preparation
158869,Ebj,1,Unclassified
158868,Educational Assistant ,1,education assistant
158867,learnership,1,learnership
158865,Assistant debtors clerk,1,admin assistant clerk
158858,Education Assistant ,1,education assistant
158864,Education assistance ,1,education assistant
158863,Office admin,1,admin assistant clerk
158862,Care -giver,1,Unclassified
158861,Security Guard,1,security
158860,Billing administrator ,1,admin assistant clerk
158859,Admin clerk assistant ,1,admin assistant clerk
158912,Educator assistant,1,education assistant
158914,Education assistance,1,education assistant
158687,Deco and Catering,1,Unclassified
158953,Security guard,1,security
158969,Student facilitator ,1,facilitator
158968,Call centre Agent,1,call centre agent
158967,Trainee technician,1,Unclassified
158966,Assistant manager ,1,manager
158965,Receptionist,1,receptionist
158964,Dental assistant ,1,Unclassified
158963,Casino slots host,1,Unclassified
158962,Till packer,1,cashier
158961,Learnership ,1,learnership
158960,Sales Representative,1,sales assistant
158959,Cashier ,1,cashier
158958,Picking and Packing,1,Unclassified
158957,Clean ,1,cleaner
158956,Collections clerk ,1,admin assistant clerk
158955,School General Assistant,1,education assistant
158970,Teaching assistant ,1,tutor
158971,Working at bakery ,1,food preparation
158972,Chef,1,food preparation
158981,Cleaner ,1,cleaner
158987,Cleaner,1,cleaner
158986,Security officer,1,security
158985,Machandiser,1,Unclassified
158984,Receptionist ,1,receptionist
158983,Supervisor ,1,manager
158982,Social Media Evaluator,1,Unclassified
158980,Salesman ,1,sales assistant
158973,Semi-skilled boilermaker,1,Unclassified
158979,Security,1,security
158978,Vehicle Inspector clerk ,1,admin assistant clerk
158977,Financial coach,1,finance
158976,Regional secretary ,1,receptionist
158975,Epwp,1,Unclassified
158974,DRIVER,1,driver
158954,Driver,1,driver
158952,Commis Chef,1,food preparation
158915,Screener ,1,covid19 screener
158951,domestic worker,1,cleaner
158931,Sale and Marketing,1,sales assistant
158930,Collections Agent,1,Unclassified
158929,Mechandiser,1,Unclassified
158928,Production,1,Unclassified
158927,Cashier,1,cashier
158926,Teacher assistant ,1,tutor
158925,"Barlady, Waitress",1,waitron
158924,Call center agent ,1,call centre agent
158923,Electrician ,1,maintenance
158922,General assistant ,1,education assistant
158920,Secretary ,1,receptionist
158919,I'm not working ,1,Unclassified
158918,Merchandiser ,1,stockroom assistant
158917,Security,1,security
158916,recycling,1,Unclassified
158932,General,1,Unclassified
158933,Secretary ,1,receptionist
158935,Scanning  clerk,1,admin assistant clerk
158944,Admin Clerk- Cashier,1,cashier
158950,Student Enrollment Advisor,1,advisers/consultants
158949,Education assistant ,1,education assistant
158948,General school assistant,1,education assistant
158947,Temporary cleaner ,1,cleaner
158946,Student Teacher,1,tutor
158945,"Merchandising, promotions & vitamins consultant ",1,advisers/consultants
158943,Administrator ,1,admin assistant clerk
158936,Runner,1,Unclassified
158942,Secretary ,1,receptionist
158941,Administration,1,admin assistant clerk
158940,"Cleaning,basic admin",1,cleaner
158939,Parking,1,Unclassified
158938,Sales person,1,sales assistant
158937,Administrator ,1,admin assistant clerk
158838,Admin assistant,1,admin assistant clerk
158837,Cashier and sales assistant ,1,cashier
158836,Professional nurse,1,Unclassified
158724,Call Centre Consultant ,1,call centre agent
158741,Computer Lab facilitator ,1,facilitator
158740,I was cleaning ,1,cleaner
158739,Personal financial advisor ,1,advisers/consultants
158738,Barman,1,food preparation
158737,Petrol attendant,1,petrol attendent
158736,Waiter,1,waitron
158735,Merchandiser,1,stockroom assistant
158734,Education Assistant,1,education assistant
158733,Human Resource Intern ,1,intern
158732,Checker,1,Unclassified
158731,Front shop assistant ,1,sales assistant
158729,Merchandise ,1,stockroom assistant
158728,Data capturer,1,data capturer
158727,Runner,1,Unclassified
158726,School Assistant ,1,education assistant
158742,Financial consultant,1,advisers/consultants
158743,Money Market clerk ,1,admin assistant clerk
158744,Security officer,1,security
158753,Estates Assistant ,1,Unclassified
158759,Facilitator ,1,facilitator
158758,Call center Agent ,1,call centre agent
158757,Security officers ,1,security
158756,Warehouse ,1,cleaner
158755,Merchandise Assistant ,1,stockroom assistant
158754,Educational assistant,1,education assistant
158752,General work,1,general worker
158745,Chife ,1,Unclassified
158751,General assistant ,1,education assistant
158750,Winder,1,Unclassified
158749,Detail checker,1,Unclassified
158748,Quality control,1,stockroom assistant
158747,Teaching Assistant,1,tutor
158746,Security,1,security
158725,Teacher's assistant,1,tutor
158723,Aftercare teacher,1,childcare
158835,Accounting clerk,1,admin assistant clerk
158722,Educator assisy,1,education assistant
158703,Exlducator Assistant ,1,Unclassified
158702,Junior Dairy Manager ,1,manager
158701,Housekeeping supervisor ,1,cleaner
158700,Maintenance assistant,1,maintenance
158699,Barista ,1,food preparation
158697,Waitress,1,waitron
158696,Assistant Administrator,1,admin assistant clerk
158695,Intern,1,intern
158694,Cash office clerk,1,cashier
158693,Driving,1,Unclassified
158692,Call center intern CRM,1,intern
158691,Outbound Call Agent- Administrator,1,admin assistant clerk
158690,Cleaner,1,cleaner
158689,Merchandiser,1,stockroom assistant
158688,Sales clerk,1,admin assistant clerk
158704,assistant admin,1,admin assistant clerk
158705,Intern ,1,intern
158706,Merchandiser ,1,stockroom assistant
158715,Consultant ,1,advisers/consultants
158721,He clerk,1,admin assistant clerk
158720,General Worker ,1,general worker
